State,County,Zip Code,Landfill Name,City,Ownership Type,Year Landfill Opened,Landfill Closure Year,Current Landfill Status,Landfill Design Capacity (tons),Waste in Place (tons),Waste in Place Year,Annual Waste Acceptance Rate (tons per year),Annual Waste Acceptance Year,LFG Generated (mmscfd),,NON HISP,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,,NON HISP,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,,NON HISP,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,,NON HISP,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,,NON HISP,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,20TH PERCENTILE,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,,40TH PERCENTILE,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,,60TH PERCENTILE,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,,80TH PERCENTILE,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,,80TH PERCENTILE,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA
TN,Humphreys,37185,Humphreys County LF,Waverly,Public,1971,1997,Closed,,"351,072",,"12,870",,,,0.973172205,0.911178248,0.030090634,0.008459215,0.014622356,0,0,0.008821752,0,0.008821752,0.026827795,,1,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,1,1,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,
TN,Montgomery,37191,Bi-County LF,Woodlawn,Public,1975,2026,Open,"7,694,507","5,827,525",2019,"330,057",2019,2.98,,0.956836211,0.846710219,0.041530565,0.00839944,0.002566496,0,0,0.057629491,0.013765749,0.043863742,0.043163789,,1,1,0,1,0,0,0,1,1,1,0,,,,,,,,,,,,,,0,0,1,1,0,0,0,1,1,1,1,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,1,0,0,0,1,1,1,0,,,,,,,,,,,
TN,Davidson,37218,Bordeaux Landfill,Nashville,Public,1973,1994,Closed,"8,052,259","8,052,258",1994,"97,911",1994,1.66,,0.969149545,0.212963552,0.71274092,0,0.011386044,0,0.006933401,0.025125628,0,0.025125628,0.030850455,,1,0,1,0,0,0,1,1,0,1,0,,,,,,,,,,,,,,1,0,1,0,1,0,1,1,0,1,0,,,,,,,,,,,,,,1,0,1,0,1,0,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,
TN,McMinn,37303,Meadow Branch Landfill,Athens,Private,1980,2032,Open,"21,911,258","9,912,013",2019,"888,386",2019,,,0.948564305,0.859768358,0.053124749,0.005589962,0.005268238,0.000965173,0.000522802,0.023325022,0,0.023325022,0.051435695,,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,0,0,1,1,1,1,1,1,0,1,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,1,0,0,1,1,0,1,1,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,
TN,Rhea,37321,Rhea County LF,Dayton,Public,1977,2027,Open,"7,422,532","5,608,497",2019,"235,330",2019,1.89,,0.925657624,0.86405672,0.026099466,0.002003699,0.008014797,0,0,0.025482943,0.000205508,0.025277435,0.074342376,,1,1,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,0,0,1,1,1,0,0,1,1,1,1,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,1,1,0,0,1,1,1,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
TN,Bledsoe,37338,Sequatchie Bledsoe LF,Dunlap,Public,1973,2005,Closed,,"338,738",,"14,300",,,,0.946158324,0.880675204,0.032305006,0.009895227,0,0,0,0.023282887,0,0.023282887,0.053841676,,1,1,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,0,1,1,1,0,0,0,1,0,1,1,,,,,,,,,,,,,,0,0,0,1,1,1,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,
TN,Hamilton,37341,City of Chattanooga Landfill,Harrison,Public,1995,2038,Open,"4,610,276","2,124,551",2019,"2,652",2019,1.12,,0.960216068,0.834948127,0.10220355,0.00694504,0.011489325,0,0,0.004630027,0,0.004630027,0.039783932,,1,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,1,1,1,0,0,0,0,0,1,,,,,,,,,,,,,,0,0,0,0,1,1,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,
TN,Marion,37347,Marion County LF,Jasper,Public,1984,2020,Closed,"2,582,010","1,317,122",2019,"42,160",2019,,,0.969902553,0.901936598,0.027877143,0.000493401,0.001973603,0,0.001603552,0.036018256,0,0.036018256,0.030097447,,1,1,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,1,1,1,1,0,0,1,1,0,1,0,,,,,,,,,,,,,,0,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,0,1,1,0,0,0,0,0,1,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,1,0,,,,,,,,,,,
TN,Bradley,37353,Bradley County LF,McDonald,Public,1972,2040,Open,"13,421,229","5,785,726",2019,"359,171",2019,1.73,,0.928970164,0.875264678,0.025794033,0.009624639,0.012127045,0,0.003849856,0.002309913,0,0.002309913,0.071029836,,1,1,0,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,0,1,1,1,1,0,1,0,0,0,1,,,,,,,,,,,,,,0,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,,,,,,,,,,,
TN,Hamilton,37363,Summit Landfill,Ooltewah,Public,1980,1999,Closed,"6,434,000","6,434,000",1999,"110,768",1999,2.37,,0.935554944,0.819608923,0.079241882,0.001477179,0.017600961,0,0.000500739,0.01712526,0.001151699,0.015973561,0.064445056,,1,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,0,0,1,1,1,0,1,1,1,1,1,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,0,1,1,1,0,1,0,0,0,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,
TN,McMinn,37370,McMinn County LF,Athens,Public,1971,2016,Closed,,"231,996",,"43,758",,,,0.945092518,0.914722446,0.002815768,0.002614642,0.023531778,0,0,0.001407884,0,0.001407884,0.054907482,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,,,,,,,,,,,,,,0,0,0,0,1,1,0,1,0,0,,,,,,,,,,,,,,0,1,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,0,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
TN,Bedford,37388,Quail Hollow LF,Tullahoma,Private,1974,1998,Closed,"3,190,364","2,936,424",,"43,785",1998,,,0.954902038,0.864311901,0.058146411,0.00031537,0.014112824,0,0.001300903,0.016714629,0.00181338,0.01490125,0.045097962,,1,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,0,0,1,1,1,0,1,1,1,1,1,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,0,1,0,0,0,1,0,1,1,,,,,,,,,,,,,,0,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,
TN,Franklin,37398,Franklin County LF,Winchester,Public,1976,1994,Closed,,"410,018",,"29,544",,0.144,,0.958016529,0.854280992,0.059570248,0.00046281,0.003041322,0,0.001123967,0.03953719,0.010578512,0.028958678,0.041983471,,1,1,0,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,0,0,1,1,0,0,1,1,1,1,1,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,0,1,1,0,0,0,0,0,1,,,,,,,,,,,,,,0,1,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,0,,,,,,,,,,,
TN,Washington,37601,Iris Glen Environmental Center,Johnson City,Public,1994,2037,Open,"11,414,089","7,017,893",2019,"197,626",2019,,,0.942806815,0.850824319,0.048027964,0.004981697,0.012908375,0,0.000110093,0.025954367,0,0.025954367,0.057193185,,1,1,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,0,0,1,1,1,0,1,1,0,1,1,,,,,,,,,,,,,,0,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,1,1,0,1,1,0,1,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
TN,Sullivan,37617,Eco-Safe Landfill,Blountville,Private,1979,2102,Open,"35,845,415","2,954,211",2019,"350,395",2019,,,0.991548105,0.966403719,0.007958867,0.003944217,0.001267784,0,0.00056346,0.011410058,0,0.011410058,0.008451895,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,0,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,1,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
TN,Hawkins,37642,Carter Valley Landfill,Church Hill,Private,1982,2109,Open,"15,426,923","8,772,936",2019,"105,206",2019,3.32,,0.985495622,0.959561527,0.002606778,0.003809906,0.002205735,0.002740459,0,0.014571219,0,0.014571219,0.014504378,,1,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,1,1,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,
TN,Carter,37643,Carter County/Elizabethton LF,Elizabethton,Public,1982,1997,Closed,,"468,565",,"52,052",,,,0.979885571,0.943739198,0.020323023,0.004291078,0.006049228,0.000804577,0,0.004678467,0,0.004678467,0.020114429,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,
TN,Washington,37659,Johnson City Regional LF,Jonesborough,Public,1975,1994,Closed,,"1,500,000",,"116,413",,,,0.989634907,0.957684773,0.013926981,0.00284951,0.00890472,0,0,0.006268923,0.000605521,0.005663402,0.010365093,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,
TN,Jefferson,37725,Jefferson County LF,Dandridge,Public,1993,2032,Open,,"1,065,797",,"33,826",2002,,,0.973194383,0.92415292,0.021009808,0.002507802,0.011535889,0.000334374,0,0.013653589,0.000557289,0.0130963,0.026805617,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,1,1,1,1,0,1,1,1,0,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,1,0,0,1,0,0,,,,,,,,,,,
TN,Blount,37737,Alcoa/ Maryville/ Blount County Landfill,Friendsville,Public,1973,2070,Open,"6,335,090","2,848,244",2019,"65,089",2019,0.984,,0.973182053,0.959085439,0.001375279,0.002234829,0.002062919,0,0,0.008423586,0,0.008423586,0.026817947,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,1,1,0,1,0,0,,,,,,,,,,,,,,0,1,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
TN,Greene,37745,Greeneville/Greene County LF,Greeneville,Public,1977,1993,Closed,,"872,958",,"3,000",,,,0.940004367,0.881373512,0.037995414,0.005295338,0.003821378,0,0,0.011518725,0.000109182,0.011409543,0.059995633,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,1,1,1,0,0,0,1,0,1,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
TN,Roane,37748,Roane County Solid Waste Authority,Harriman,Public,1972,1998,Closed,,"1,600,000",1998,"64,000",1998,,,0.984616313,0.929657336,0.026423745,0.00398166,0.003378378,0,0.000482625,0.020692568,0.000844595,0.019847973,0.015383687,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,1,1,1,0,1,1,1,1,0,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,1,0,0,1,1,0,1,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,
TN,Anderson,37754,Chestnut Ridge LF,Heiskell,Private,1980,2063,Open,"37,476,381","19,955,286",2019,"413,676",2019,6.62,,0.977677734,0.966610392,0.004877134,0,0,0,0.003751641,0.002438567,0,0.002438567,0.022322266,,1,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,1,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,0,0,1,1,1,0,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,
TN,Scott,37755,Scott County LF,Helenwood,Public,1975,1997,Closed,,"650,000",,"28,600",,,,0.991217064,0.966750314,0.018193225,0,0,0,0.000627353,0.005646173,0,0.005646173,0.008782936,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,0,0,1,1,1,0,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
TN,Loudon,37774,Matlock Bend Landfill,Loudon,Public,1987,2025,Open,"4,576,718","3,681,754",2019,"140,115",2019,1.31,,0.937415554,0.910230773,0.016267632,0,5.40E-05,0,0.001783495,0.009079609,0,0.009079609,0.062584446,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,0,0,1,0,1,0,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,
TN,Hamblen,37778,Lakeway Sanitation & Recycling Class I,Lowland,Private,2006,2040,Open,"3,307,500","1,616,190",2019,"182,100",2019,0.601,,0.982263653,0.850437222,0.086701864,0.000907441,0.004124732,0,0.005774625,0.034317769,0,0.034317769,0.017736347,,1,1,0,0,0,0,1,1,0,1,0,,,,,,,,,,,,,,1,0,1,1,1,0,1,1,0,1,0,,,,,,,,,,,,,,0,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,1,0,,,,,,,,,,,
TN,Union,37779,Union County LF,Luttrell,Public,1972,1997,Closed,,"384,572",,"28,028",,,,0.982376177,0.977210574,0,0,0.004861744,0,0,0.000303859,0,0.000303859,0.017623823,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
TN,Hamblen,37813,Morristown Balefill Landfill,Morristown,Public,1976,2026,Open,,"2,100,000",2008,"84,711",2019,,,0.844390832,0.763915216,0.045780918,0.00183813,0.009765064,0,0.002067896,0.021023608,0.001723247,0.019300362,0.155609168,,1,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,0,0,1,1,1,0,1,1,1,1,1,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,1,1,0,0,1,0,1,0,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,1,,,,,,,,,,,
TN,Sevier,37813,Gatlinburg City LF,Sevier,Public,1972,1989,Closed,,"718,146",,"40,898",,,,0.844390832,0.763915216,0.045780918,0.00183813,0.009765064,0,0.002067896,0.021023608,0.001723247,0.019300362,0.155609168,,1,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,0,0,1,1,1,0,1,1,1,1,1,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,1,1,0,0,1,0,1,0,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,1,,,,,,,,,,,
TN,Cocke,37821,Cocke County LF,Newport,Public,1985,,Open,,"379,459",,"32,318",,,,0.974971559,0.920819113,0.013924915,0.009055745,0.003048919,0.001638225,0,0.026484642,0,0.026484642,0.025028441,,1,1,0,1,0,0,0,1,0,1,0,,,,,,,,,,,,,,1,1,1,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,
TN,Claiborne,37825,Claiborne County LF,New Tazewell,Public,1972,1997,Closed,,"441,316",,"14,300",,,,0.984130772,0.960147954,0.00906813,0,0.001551128,0.001551128,0,0.011812433,0,0.011812433,0.015869228,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,0,0,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,1,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,
TN,Scott,37841,Volunteer Regional Landfill,Oneida,Private,2000,2041,Open,"11,943,300","5,519,507",2019,"285,847",2019,1.43,,0.990175585,0.971989967,0.003762542,0.004180602,0,0,0,0.010242475,0.001254181,0.008988294,0.009824415,,1,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,1,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,
TN,Grainger,37861,Grainger County LF,Rutledge,Public,1980,1997,Closed,,"245,197",,"16,874",,,,0.971843988,0.94184168,0.007039003,0,0.005885068,0,0,0.017078237,0.010270021,0.006808216,0.028156012,,1,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,0,0,,,,,,,,,,,,,,0,0,1,0,1,1,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,0,1,0,1,0,0,1,0,0,1,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,
TN,Sevier,37863,"Sevier Solid Waste, Incorporated",Pigeon Forge,Public,1985,,Open,,"253,402",,"17,160",,,,0.84147795,0.770411204,0,0.016239571,0,0,0,0.054827175,0,0.054827175,0.15852205,,1,1,0,1,0,0,0,1,0,1,0,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,1,1,,,,,,,,,,,,,,0,1,0,1,1,1,0,1,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,1,0,0,0,1,0,1,1,,,,,,,,,,,
TN,Knox,37924,Twin Oaks,Knoxville,Private,1982,1993,Closed,,"1,505,520",,"26,524",,,,0.96101026,0.84198895,0.086661405,0,0.022257301,0,0,0.010102605,0,0.010102605,0.03898974,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,0,0,1,0,1,1,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
TN,Hardeman,38008,Bolivar City LF,Bolivar,Public,,1988,Closed,,,,,,,,0.99977265,0.408434694,0.572695237,0.006479482,0.001818802,0,0.000568376,0.00977606,0.002500853,0.007275207,0.00022735,,1,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,1,0,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,,,,,,,,,
TN,Hardeman,38008,Bolivar-Hardeman County LF,Bolivar,Public,1975,2034,Open,,"390,301",,"20,306",,,,0.99977265,0.408434694,0.572695237,0.006479482,0.001818802,0,0.000568376,0.00977606,0.002500853,0.007275207,0.00022735,,1,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,1,0,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,,,,,,,,,
