State,County,Zip Code,Landfill Name,City,Ownership Type,Year Landfill Opened,Landfill Closure Year,Current Landfill Status,Landfill Design Capacity (tons),Waste in Place (tons),Waste in Place Year,Annual Waste Acceptance Rate (tons per year),Annual Waste Acceptance Year,LFG Generated (mmscfd),,NON HISP,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,,NON HISP,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,,NON HISP,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,,NON HISP,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,,NON HISP,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,20TH PERCENTILE,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,,40TH PERCENTILE,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,,60TH PERCENTILE,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,,80TH PERCENTILE,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,,80TH PERCENTILE,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA
IN,Shelby,46161,Caldwell LF,Morristown,Private,1970,2068,Open,"33,978,462","7,056,553",2019,"515,296",2019,2.18,,1,0.944336318,0.022576878,0,0,0,0,0.033086804,0,0.033086804,0,,1,1,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,0,0,1,1,1,1,0,1,0,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,
IN,Marion,46221,South Side Landfill Inc.,Indianapolis,Private,1971,2039,Open,"51,050,160","23,957,886",2019,"1,209,611",2019,7.88,,0.91345362,0.788537845,0.087444786,0.002433181,0.0056899,0,0.004192558,0.025155349,0,0.025155349,0.08654638,,1,1,0,0,0,0,1,1,0,1,0,,,,,,,,,,,,,,0,0,1,1,1,0,1,1,0,1,1,,,,,,,,,,,,,,0,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,1,0,0,0,1,0,1,1,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,
IN,Lake,46321,Munster LF,Munster,Public,1960,2004,Closed,"2,181,887","2,040,688",2004,"70,547",2004,0.781,,0.872978095,0.776631848,0.038476795,0.002115563,0.037815682,0,0.000749262,0.017188946,0.000264445,0.016924501,0.127021905,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,1,1,1,0,1,1,1,1,1,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,0,1,1,0,0,1,0,1,0,1,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,
IN,LaPorte,46342,Wheeler RDF,Hobart,Private,1971,1993,Closed,,"6,692,406",,"12,711",,0.586,,0.834423787,0.746420937,0.049426702,0.001878603,0.011692686,0.000615405,0.000161949,0.024227505,0.003044633,0.021182872,0.165576213,,1,1,0,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,0,0,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,1,1,0,1,1,0,1,0,,,,,,,,,,,,,,0,0,0,0,1,0,0,1,0,1,,,,,,,,,,,
IN,LaPorte,46360,Deercroft RDF,Michigan City,Private,1979,2002,Closed,"10,602,815","10,602,806",2002,"842,163",2002,2.96,,0.950066395,0.68311278,0.215852374,0.001785796,0.00773845,0,0.001396584,0.040180411,0.001121846,0.039058565,0.049933605,,1,1,1,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,0,0,1,1,1,0,1,1,1,1,1,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,0,1,1,0,1,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,0,1,1,1,0,,,,,,,,,,,
IN,Lake,46406,Gary Sanitary LF,Gary,Public,1955,1997,Closed,"3,969,000","3,769,702",1997,"87,667",1997,1,,0.871156824,0.228710462,0.626631276,0.00154833,0.00243309,0,0,0.011833665,0,0.011833665,0.128843176,,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,1,0,0,0,1,1,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,
IN,Fulton,46501,County Line LF,Argos,Private,1975,2083,Open,"45,046,482","16,362,614",2019,"494,734",2019,7.42,,0.979518406,0.974259618,0.002767783,0,0.002491005,0,0,0,0,0,0.020481594,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,1,0,1,1,1,1,1,0,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
IN,St. Joseph,46506,Prairie View RDF,Bremen,Private,1981,2045,Open,"24,735,240","12,914,889",2019,"411,847",2019,6.45,,0.837938144,0.832783505,0,0,0,0,0,0.005154639,0,0.005154639,0.162061856,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,1,1,1,1,1,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
IN,Kosciusko,46510,"Hoosier Landfill, Inc.",Claypool,Private,1971,2030,Open,"8,663,794","7,327,110",2019,"467,636",2019,1.8,,0.97324159,0.956422018,0.000764526,0.00254842,0.002038736,0,0,0.01146789,0,0.01146789,0.02675841,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,1,1,0,1,0,0,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,1,0,0,1,0,1,1,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
IN,Elkhart,46517,Earthmovers LF,Elkhart,Private,1976,2023,Open,"12,501,884","9,761,561",2019,"229,993",2019,4.1,,0.768286232,0.623809884,0.103672359,0.002077981,0.006309506,0,0.001360133,0.03105637,0.002115762,0.028940608,0.231713768,,0,1,0,0,0,0,0,1,1,1,1,,,,,,,,,,,,,,0,0,1,1,1,0,1,1,1,1,1,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,1,0,,,,,,,,,,,,,,0,1,0,0,0,0,1,1,0,1,,,,,,,,,,,
IN,Elkhart,46517,Elkhart County Landfill,Elkhart,Public,1974,2048,Open,"11,466,000","8,246,535",2019,"241,075",2019,2.54,,0.768286232,0.623809884,0.103672359,0.002077981,0.006309506,0,0.001360133,0.03105637,0.002115762,0.028940608,0.231713768,,0,1,0,0,0,0,0,1,1,1,1,,,,,,,,,,,,,,0,0,1,1,1,0,1,1,1,1,1,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,1,0,,,,,,,,,,,,,,0,1,0,0,0,0,1,1,0,1,,,,,,,,,,,
IN,St. Joseph,46601,Fredrickson Park,South Bend,Private,1946,1975,Closed,"268,000","268,000",,"8,930",1974,0.058,,0.925971299,0.44959748,0.423521176,0.004550228,0.004725236,0.000875044,0.012250613,0.030451523,0,0.030451523,0.074028701,,1,0,1,0,0,0,1,1,0,1,0,,,,,,,,,,,,,,0,0,1,1,1,1,1,1,0,1,1,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,1,0,0,0,1,0,0,1,,,,,,,,,,,,,,0,1,0,0,1,1,0,0,1,0,,,,,,,,,,,
IN,Adams,46733,Adams County North & South LFs,Decatur,Public,1978,1998,Closed,"2,800,000","2,774,000",,"146,000",,,,0.928522409,0.91770047,0.006176424,0.000633479,0.001742068,0,0,0.002269968,0,0.002269968,0.071477591,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,0,0,0,1,1,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
IN,Huntington,46750,Huntington City LF,Huntington,Public,1970,2019,Closed,,"253,110",,"22,847",2016,,,0.978753915,0.950149062,0.012000453,0.003169931,0.006981396,0.001056644,0,0.00539643,0,0.00539643,0.021246085,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,
IN,LaGrange,46761,LaGrange County LF,LaGrange,Public,1975,1998,Closed,,"99,220",,"4,510",,,,0.948397566,0.93030426,0.00137931,0.000486815,0.000892495,0,0,0.015334686,0.000486815,0.01484787,0.051602434,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,1,0,0,0,1,1,1,1,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,1,1,0,0,1,0,1,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,
IN,Allen,46804,United Refuse LF,Fort Wayne,Private,1969,2028,Open,"5,983,081","5,543,278",2019,11,2019,1.38,,0.967782559,0.858712002,0.052751251,0.000454752,0.014237241,0,0,0.041627313,0.010984014,0.030643299,0.032217441,,1,1,0,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,1,0,1,1,1,0,0,1,1,1,0,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1,0,,,,,,,,,,,
IN,Allen,46809,National Serv-All LF,Fort Wayne,Private,1966,2058,Open,"35,943,069","21,008,766",2019,"755,885",2019,10.1,,0.922275293,0.756296135,0.125705601,0.00749023,0.000651324,0.003148068,0.005102041,0.023881893,0,0.023881893,0.077724707,,1,1,1,1,0,1,1,0,0,1,0,,,,,,,,,,,,,,0,0,1,1,0,1,1,1,0,1,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,0,1,1,0,1,1,0,0,0,0,,,,,,,,,,,
IN,Cass,46947,Oak Ridge RDF,Logansport,Private,1988,2097,Open,"24,025,908","8,123,997",2019,"226,147",2019,2.14,,0.801185771,0.74096299,0.014085519,0.002982393,0.016528926,0.000251527,0.001006109,0.025368308,0.001042041,0.024326267,0.198814229,,0,1,0,0,0,0,0,1,1,1,1,,,,,,,,,,,,,,0,0,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,1,1,0,1,1,0,1,0,,,,,,,,,,,,,,0,0,0,0,1,0,0,1,0,1,,,,,,,,,,,
IN,Wabash,46992,Wabash Valley LF,Wabash,Private,1972,2051,Open,"16,833,481","11,406,005",2019,"311,135",2019,2.94,,0.985116851,0.958364084,0.006519065,0.005904059,0.005473555,0,0,0.008856089,0,0.008856089,0.014883149,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,1,1,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,
IN,Clark,47106,Clark-Floyd LF,Borden,Public,1971,2028,Open,"9,680,715","8,257,801",2019,"319,242",2019,2.09,,0.994605395,0.994005994,0.000599401,0,0,0,0,0,0,0,0.005394605,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,1,1,1,1,1,1,1,0,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
IN,Washington,47167,Washington County LF,Salem,Public,1958,2050,Open,"1,164,000","534,000",2008,"17,000",2008,,,0.99032193,0.965454668,0.001747429,0.007124135,0.002755562,0,0,0.013240137,0.000336044,0.012904093,0.00967807,,1,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,1,1,0,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,
IN,Bartholomew,47201,Bartholomew County Landfill II,Columbus,Public,1999,2082,Open,"6,127,082","1,581,543",2019,"79,458",2019,0.67,,0.923468136,0.783854922,0.019004707,0.003502041,0.100332359,0,0.00133836,0.015435748,0.002966697,0.01246905,0.076531864,,1,1,0,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,0,0,1,1,1,0,1,1,1,0,1,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,1,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,
IN,Bartholomew,47201,Columbus Landfill,Columbus,Private,,,Closed,,,,,,,,0.923468136,0.783854922,0.019004707,0.003502041,0.100332359,0,0.00133836,0.015435748,0.002966697,0.01246905,0.076531864,,1,1,0,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,0,0,1,1,1,0,1,1,1,0,1,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,1,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,
IN,Bartholomew,47203,Bartholomew County Landfill I,Columbus,Public,1974,1999,Closed,"1,541,697","1,541,697",1998,"80,164",1998,0.405,,0.957249972,0.849405006,0.012757862,0.000820681,0.057746111,0.001566755,0.007871078,0.027082478,0,0.027082478,0.042750028,,1,1,0,0,1,0,1,1,0,1,0,,,,,,,,,,,,,,0,0,1,1,1,1,1,1,0,1,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,
IN,Jackson,47229,Uniontown Landfill,Crothersville,Private,1975,1993,Closed,"1,639,263","1,639,263",,"8,287",1993,,,0.993866912,0.9616682,0,0.001226618,0.026985587,0,0,0.003986507,0,0.003986507,0.006133088,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,1,1,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,
IN,Decatur,47240,Decatur Hills LF,Greensburg,Private,1990,2028,Open,"5,168,520","3,021,005",2019,"123,921",2019,1.32,,0.978613299,0.947334677,0.005678696,0.002427184,0.01891372,0,0,0.004259022,0.000549551,0.003709471,0.021386701,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,
IN,Jackson,47260,Medora SLF,Medora,Private,1971,2041,Open,"14,972,532","6,154,495",2019,"402,379",2019,1.95,,1,0.988856305,0,0.005865103,0,0,0,0.005278592,0,0.005278592,0,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,
IN,Jennings,47265,Jennings County LF,North Vernon,Public,1975,2003,Closed,,"410,322",,"18,651",,,,0.967902084,0.933739678,0.019416044,0.006340936,0.003096736,0,0,0.005308691,0.000245773,0.005062918,0.032097916,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,
IN,Randolph,47358,Randolph Farms LF,Modoc,Private,1973,2082,Open,"30,267,023","9,199,343",2019,"427,046",2019,2.95,,1,0.970754717,0.013207547,0,0,0,0,0.016037736,0,0.016037736,0,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,0,0,1,1,1,1,0,1,0,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
IN,Henry,47362,Hayes Landfill,New Castle,Private,1972,2040,Open,"4,251,340","2,257,623",2019,"77,070",2019,0.876,,0.979479798,0.918823017,0.036922974,0.003113179,0.001104676,0.000702976,0.002744954,0.016068021,0.002945804,0.013122217,0.020520202,,1,1,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,1,1,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,1,1,0,1,0,0,,,,,,,,,,,
IN,Jay,47371,Jay County LF,Portland,Private,1970,2103,Open,"19,645,611","5,749,219",2019,"142,741",2019,,,0.967295082,0.939672131,0.004344262,0,0.010819672,8.20E-05,8.20E-05,0.012295082,0,0.012295082,0.032704918,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,1,0,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,
IN,Wayne,47374,New Paris Pike LF,Richmond,Public,1968,2065,Open,"7,365,348","4,082,780",2019,"85,488",2019,1.18,,0.960479252,0.842860591,0.068047662,0.001601896,0.015163152,0,0.001536065,0.031269887,0,0.031269887,0.039520748,,1,1,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,0,0,1,1,1,0,1,1,0,1,1,,,,,,,,,,,,,,0,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,1,0,,,,,,,,,,,
IN,Monroe,47408,Monroe County LF,Bloomington,Public,1971,2004,Closed,"2,180,000","2,180,000",2004,"26,973",2004,0.42,,0.971438537,0.804913967,0.023911022,0.002325221,0.105448768,0,0.000465044,0.034374516,0,0.034374516,0.028561463,,1,1,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,1,0,1,1,1,0,1,1,0,1,0,,,,,,,,,,,,,,0,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,0,0,0,1,0,0,1,0,1,0,,,,,,,,,,,
IN,Owen,47460,Owen County LF,Spencer,Public,1975,2000,Closed,,"98,626",,"4,483",,,,0.984061555,0.950810662,0.004305212,0.007328021,0.009068425,0,0,0.012549235,0,0.012549235,0.015938445,,1,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,1,1,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,1,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,
IN,Greene,47471,Worthington LF,Worthington,Private,1982,2004,Closed,"2,722,107","2,722,104",2004,"118,352",2004,1,,0.981791697,0.979970867,0.000728332,0,0.001092498,0,0,0,0,0,0.018208303,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,1,0,1,1,1,1,1,0,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
IN,Martin,47522,Crane NWSC LF,Crane,Public,1981,2009,Closed,,"53,568",,"3,348",,,,0.826086957,0.613272311,0.100686499,0,0.018306636,0,0,0.09382151,0,0.09382151,0.173913043,,1,1,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,0,0,1,0,1,0,0,1,0,1,1,,,,,,,,,,,,,,0,0,1,0,1,1,0,1,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,0,1,0,1,1,,,,,,,,,,,
IN,Daviess,47558,Daviess County LF,Montgomery,Public,1975,2040,Open,"1,530,479","1,035,978",2019,"29,519",2019,0.343,,0.992659758,0.992659758,0,0,0,0,0,0,0,0,0.007340242,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
