State,County,Current Landfill Status,Landfill Design Capacity (tons),Waste in Place (tons),Waste in Place Year,State and County,,,,,,,,
SC,Abbeville,Open,,,,SC Abbeville,,,,,,,,
SC,Aiken,Closed,,,,SC Aiken,6587642,,,,,,,
SC,Aiken,Closed,,"1,273,000",1998,SC Aiken,,,,,,,,
SC,Aiken,Open,"28,665,000","5,314,642",2019,SC Aiken,,,,,,,,
SC,Aiken,Closed,,,,SC Aiken,,,,,,,,
SC,Allendale,Closed,,,,SC Allendale,0,,,,,,,
SC,Anderson,Open,"8,941,483","6,897,308",2019,SC Anderson,8617308,,,,,,,
SC,Anderson,Closed,,"600,000",,SC Anderson,,,,,,,,
SC,Anderson,Closed,"1,159,000","1,120,000",,SC Anderson,,,,,,,,
SC,Bamberg,Closed,,,,SC Bamberg,0,,,,,,,
SC,Barnwell,Closed,,,,SC Barnwell,0,,,,,,,
SC,Berkeley,Open,,"5,118,465",2019,SC Berkeley,5118465,,,,,,,
SC,Charleston,Open,"7,971,075","4,470,129",2019,SC Charleston,4470129,,,,,,,
SC,Cherokee,Closed,"2,400,000","2,400,000",,SC Cherokee,2400000,,,,,,,
SC,Chester,Closed,,"615,600",,SC Chester,615600,,,,,,,
SC,Clarendon,Closed,,,,SC Clarendon,0,,,,,,,
SC,Dorchester,Open,"31,635,415","15,149,999",2019,SC Dorchester,15460907,,,,,,,
SC,Dorchester,Closed,,"310,908",2001,SC Dorchester,,,,,,,,
SC,Florence,Closed,,"1,114,000",,SC Florence,1114000,,,,,,,
SC,Georgetown,Open,"3,581,174","2,096,934",2019,SC Georgetown,2096934,,,,,,,
SC,Greenville,Closed,,"1,000,000",,SC Greenville,12499983,,,,,,,
SC,Greenville,Closed,"3,307,500","2,233,361",1995,SC Greenville,,,,,,,,
SC,Greenville,Closed,,"5,334,538",2007,SC Greenville,,,,,,,,
SC,Greenville,Open,"30,971,852","3,932,084",2019,SC Greenville,,,,,,,,
SC,Greenwood,Open,"3,728,859","2,720,034",2019,SC Greenwood,2720034,,,,,,,
SC,Horry,Open,"16,061,832","7,272,958",2019,SC Horry,7272958,,,,,,,
SC,Jasper,Open,"8,891,522","7,410,794",2019,SC Jasper,7410794,,,,,,,
SC,Kershaw,Closed,,"1,048,021",,SC Kershaw,1048021,,,,,,,
SC,Lancaster,Closed,,,,SC Lancaster,0,,,,,,,
SC,Laurens,Closed,,,,SC Laurens,0,,,,,,,
SC,Lee,Open,"38,541,052","20,061,144",2019,SC Lee,20061144,,,,,,,
SC,Lexington,Closed,,"2,485,571",,SC Lexington,2985571,,,,,,,
SC,Lexington,Closed,,"500,000",1995,SC Lexington,,,,,,,,
SC,Oconee,Closed,,"749,266",,SC Oconee,749266,,,,,,,
SC,Orangeburg,Closed,,"1,093,022",1996,SC Orangeburg,1093022,,,,,,,
SC,Pickens,Closed,,,,SC Pickens,0,,,,,,,
SC,Richland,Closed,"1,711,931","1,556,311",1993,SC Richland,29219832,,,,,,,
SC,Richland,Open,"9,376,717","4,665,541",2019,SC Richland,,,,,,,,
SC,Richland,Open,"48,339,934","21,151,184",2019,SC Richland,,,,,,,,
SC,Richland,Closed,,"1,846,796",2007,SC Richland,,,,,,,,
SC,Spartanburg,Closed,"890,816","890,816",,SC Spartanburg,27581489,,,,,,,
SC,Spartanburg,Closed,,"22,938,750",2015,SC Spartanburg,,,,,,,,
SC,Spartanburg,Open,"9,102,862","3,751,923",2019,SC Spartanburg,,,,,,,,
SC,Sumter,Closed,,"786,000",1998,SC Sumter,786000,,,,,,,
SC,Union,Open,"80,074,194","10,230,654",2019,SC Union,10230654,,,,,,,
SC,Williamsburg,Closed,,,,SC Williamsburg,0,,,,,,,
SC,York,Closed,"3,236,785","3,236,785",1998,SC York,3236785,,,,,,,
SD,Brookings,Open,"1,631,173","1,051,708",2019,SD Brookings,1051708,,,,,,,
SD,Brown,Open,"6,485,543","1,853,290",2019,SD Brown,1853290,,,,,,,
SD,Brule,Open,"1,400,000","100,000",2003,SD Brule,100000,,,,,,,
SD,Clay,Open,"3,587,703","940,297",2019,SD Clay,940297,,,,,,,
SD,Codington,Open,"3,622,974","1,007,969",2019,SD Codington,1007969,,,,,,,
SD,Davison,Closed,"898,328","746,864",2003,SD Davison,746864,,,,,,,
SD,Hughes,Open,"5,673,776","133,933",2008,SD Hughes,133933,,,,,,,
SD,Minnehaha,Open,"31,229,386","10,180,000",2008,SD Minnehaha,10180000,,,,,,,
SD,Pennington,Open,"4,130,588","3,240,720",2019,SD Pennington,3240720,,,,,,,
TN,Anderson,Open,"37,476,381","19,955,286",2019,TN Anderson,19955286,,,,,,,
TN,Anderson,Closed,,,,TN Anderson,,,,,,,,
TN,Bedford,Closed,"3,190,364","2,936,424",,TN Bedford,2936424,,,,,,,
TN,Benton,Open,"25,901,970","12,704,084",2019,TN Benton,12704084,,,,,,,
TN,Bledsoe,Closed,,"338,738",,TN Bledsoe,338738,,,,,,,
TN,Blount,Open,"6,335,090","2,848,244",2019,TN Blount,2848244,,,,,,,
TN,Bradley,Open,"13,421,229","5,785,726",2019,TN Bradley,5785726,,,,,,,
TN,Carroll,Closed,,"464,424",,TN Carroll,756095,,,,,,,
TN,Carroll,Closed,,"282,284",,TN Carroll,,,,,,,,
TN,Carroll,Closed,,"9,387",,TN Carroll,,,,,,,,
TN,Carter,Closed,,"468,565",,TN Carter,468565,,,,,,,
TN,Cheatham,Closed,,"154,440",,TN Cheatham,416958,,,,,,,
TN,Cheatham,Closed,,"262,518",,TN Cheatham,,,,,,,,
TN,Chester,Closed,,"187,603",,TN Chester,187603,,,,,,,
TN,Claiborne,Closed,,"441,316",,TN Claiborne,441316,,,,,,,
TN,Clay,Closed,,"96,525",,TN Clay,230512,,,,,,,
TN,Clay,Open,,"133,987",,TN Clay,,,,,,,,
TN,Cocke,Open,,"379,459",,TN Cocke,379459,,,,,,,
TN,Coffee,Closed,,,,TN Coffee,0,,,,,,,
TN,Cumberland,Closed,,"302,280",,TN Cumberland,773125,,,,,,,
TN,Cumberland,Closed,,"470,845",,TN Cumberland,,,,,,,,
TN,Davidson,Closed,"8,052,259","8,052,258",1994,TN Davidson,8052258,,,,,,,
TN,Decatur,Closed,,"2,801,448",2019,TN Decatur,2801448,,,,,,,
TN,DeKalb,Closed,,"302,668",,TN DeKalb,302668,,,,,,,
TN,Dickson,Closed,,"724,581",,TN Dickson,724581,,,,,,,
TN,Dyer,Open,,"396,621",,TN Dyer,1201231,,,,,,,
TN,Dyer,Closed,,"755,275",,TN Dyer,,,,,,,,
TN,Dyer,Closed,,"49,335",,TN Dyer,,,,,,,,
TN,Fayette,Closed,,,,TN Fayette,171514,,,,,,,
TN,Fayette,Closed,,"171,514",,TN Fayette,,,,,,,,
TN,Fentress,Closed,,"127,893",,TN Fentress,127893,,,,,,,
TN,Franklin,Closed,,,,TN Franklin,410018,,,,,,,
TN,Franklin,Closed,,"410,018",,TN Franklin,,,,,,,,
TN,Gibson,Closed,,,,TN Gibson,336423,,,,,,,
TN,Gibson,Closed,,"137,966",,TN Gibson,,,,,,,,
TN,Gibson,Open,,"198,457",,TN Gibson,,,,,,,,
TN,Giles,Closed,,"285,586",,TN Giles,285586,,,,,,,
TN,Grainger,Closed,,"245,197",,TN Grainger,245197,,,,,,,
TN,Greene,Closed,,"872,958",,TN Greene,872958,,,,,,,
TN,Grundy,Closed,,"96,732",,TN Grundy,96732,,,,,,,
TN,Hamblen,Open,"3,307,500","1,616,190",2019,TN Hamblen,3716190,,,,,,,
TN,Hamblen,Open,,"2,100,000",2008,TN Hamblen,,,,,,,,
TN,Hamilton,Open,"4,610,276","2,124,551",2019,TN Hamilton,9920286,,,,,,,
TN,Hamilton,Closed,,"1,361,735",,TN Hamilton,,,,,,,,
TN,Hamilton,Closed,"6,434,000","6,434,000",1999,TN Hamilton,,,,,,,,
TN,Hancock,Closed,,"13,801",,TN Hancock,13801,,,,,,,
TN,Hardeman,Closed,,,,TN Hardeman,390301,,,,,,,
TN,Hardeman,Open,,"390,301",,TN Hardeman,,,,,,,,
TN,Hardin,Closed,,"882,395",,TN Hardin,882395,,,,,,,
TN,Hawkins,Open,"15,426,923","8,772,936",2019,TN Hawkins,9109305,,,,,,,
TN,Hawkins,Closed,,"336,369",,TN Hawkins,,,,,,,,
TN,Haywood,Closed,,,,TN Haywood,400926,,,,,,,
TN,Haywood,Closed,,"400,926",,TN Haywood,,,,,,,,
TN,Henderson,Closed,,"69,529",,TN Henderson,358084,,,,,,,
TN,Henderson,Closed,,"288,555",,TN Henderson,,,,,,,,
TN,Henry,Closed,,,,TN Henry,292337,,,,,,,
TN,Henry,Open,,"292,337",,TN Henry,,,,,,,,
TN,Hickman,Closed,,"354,497",,TN Hickman,354497,,,,,,,
TN,Houston,Closed,,"69,002",,TN Houston,69002,,,,,,,
TN,Humphreys,Closed,,"351,072",,TN Humphreys,351072,,,,,,,
TN,Jefferson,Open,,"1,065,797",,TN Jefferson,1065797,,,,,,,
TN,Johnson,Closed,,"152,241",,TN Johnson,152241,,,,,,,
TN,Knox,Closed,,"1,505,520",,TN Knox,1505520,,,,,,,
TN,Knox,Closed,,,,TN Knox,,,,,,,,
TN,Lauderdale,Open,,"592,844",,TN Lauderdale,592844,,,,,,,
TN,Lawrence,Closed,,"822,071",,TN Lawrence,822071,,,,,,,
TN,Lewis,Closed,,"156,283",,TN Lewis,156283,,,,,,,
TN,Lincoln,Closed,,"176,450",,TN Lincoln,176450,,,,,,,
TN,Loudon,Open,"4,576,718","3,681,754",2019,TN Loudon,3681754,,,,,,,
TN,Macon,Closed,,"173,888",,TN Macon,319047,,,,,,,
TN,Macon,Closed,,"145,159",,TN Macon,,,,,,,,
TN,Madison,Open,"15,267,375","5,888,932",2019,TN Madison,7588932,,,,,,,
TN,Madison,Closed,,"1,700,000",,TN Madison,,,,,,,,
TN,Marion,Closed,"2,582,010","1,317,122",2019,TN Marion,1317122,,,,,,,
TN,Marshall,Open,"17,276,365","8,116,457",2019,TN Marshall,8196423,,,,,,,
TN,Marshall,Closed,,"79,966",,TN Marshall,,,,,,,,
TN,Maury,Closed,,"845,293",,TN Maury,845293,,,,,,,
TN,McMinn,Closed,,"231,996",,TN McMinn,10144009,,,,,,,
TN,McMinn,Open,"21,911,258","9,912,013",2019,TN McMinn,,,,,,,,
TN,McNairy,Closed,,"700,637",,TN McNairy,700637,,,,,,,
TN,Monroe,Closed,,"200,000",,TN Monroe,200000,,,,,,,
TN,Monroe,Closed,,,,TN Monroe,,,,,,,,
TN,Montgomery,Open,"7,694,507","5,827,525",2019,TN Montgomery,6827525,,,,,,,
TN,Montgomery,Closed,,"1,000,000",,TN Montgomery,,,,,,,,
TN,Morgan,Closed,,"234,569",,TN Morgan,234569,,,,,,,
TN,Obion,Closed,,"89,356",,TN Obion,7311289,,,,,,,
TN,Obion,Closed,,,,TN Obion,,,,,,,,
TN,Obion,Closed,,,,TN Obion,,,,,,,,
TN,Obion,Open,"17,090,795","7,179,575",2019,TN Obion,,,,,,,,
TN,Obion,Closed,,"42,358",,TN Obion,,,,,,,,
TN,Overton,Closed,,"180,219",,TN Overton,180219,,,,,,,
TN,Perry,Closed,,"194,088",,TN Perry,194088,,,,,,,
TN,Pickett,Closed,,"60,435",,TN Pickett,60435,,,,,,,
TN,Putnam,Closed,,"1,256,907",,TN Putnam,1256907,,,,,,,
TN,Rhea,Closed,,,,TN Rhea,5608497,,,,,,,
TN,Rhea,Open,"7,422,532","5,608,497",2019,TN Rhea,,,,,,,,
TN,Roane,Closed,,"1,600,000",1998,TN Roane,1600000,,,,,,,
TN,Robertson,Closed,,,,TN Robertson,542882,,,,,,,
TN,Robertson,Closed,,"542,882",,TN Robertson,,,,,,,,
TN,Rutherford,Open,"41,276,585","29,928,464",2019,TN Rutherford,30815064,,,,,,,
TN,Rutherford,Closed,,"886,600",,TN Rutherford,,,,,,,,
TN,Scott,Closed,,"650,000",,TN Scott,6169507,,,,,,,
TN,Scott,Open,"11,943,300","5,519,507",2019,TN Scott,,,,,,,,
TN,Sevier,Closed,,"718,146",,TN Sevier,971548,,,,,,,
TN,Sevier,Open,,"253,402",,TN Sevier,,,,,,,,
TN,Shelby,Open,,0,2009,TN Shelby,48608259,,,,,,,
TN,Shelby,Open,"77,723,610","15,145,099",2019,TN Shelby,,,,,,,,
TN,Shelby,Closed,,"242,036",1988,TN Shelby,,,,,,,,
TN,Shelby,Open,"53,078,559","33,221,124",2019,TN Shelby,,,,,,,,
TN,Shelby,Closed,,,,TN Shelby,,,,,,,,
TN,Smith,Closed,,"81,510",,TN Smith,214502,,,,,,,
TN,Smith,Open,,"132,992",,TN Smith,,,,,,,,
TN,Sullivan,Open,"35,845,415","2,954,211",2019,TN Sullivan,2954211,,,,,,,
TN,Tipton,Closed,,"782,737",,TN Tipton,782737,,,,,,,
TN,Trousdale,Closed,,"88,458",,TN Trousdale,88458,,,,,,,
TN,Unicoi,Closed,,"1,144,000",,TN Unicoi,1144000,,,,,,,
TN,Union,Closed,,"384,572",,TN Union,384572,,,,,,,
TN,Van Buren,Closed,,"186,025",,TN Van Buren,186025,,,,,,,
TN,Warren,Closed,,"311,397",,TN Warren,311397,,,,,,,
TN,Washington,Open,"11,414,089","7,017,893",2019,TN Washington,8517893,,,,,,,
TN,Washington,Closed,,"1,500,000",,TN Washington,,,,,,,,
TN,Weakley,Closed,,"55,034",,TN Weakley,643479,,,,,,,
TN,Weakley,Closed,,"528,608",,TN Weakley,,,,,,,,
TN,Weakley,Closed,,"59,837",,TN Weakley,,,,,,,,
TN,Weakley,Closed,,,,TN Weakley,,,,,,,,
TN,White,Open,,"214,429",,TN White,214429,,,,,,,
TN,Williamson,Closed,,"1,454,272",,TN Williamson,1454272,,,,,,,
TN,Wilson,Closed,,"42,900",,TN Wilson,637058,,,,,,,
TN,Wilson,Closed,,"594,158",,TN Wilson,,,,,,,,
TX,Angelina,Open,"4,795,875","3,283,616",2019,TX Angelina,3283616,,,,,,,
TX,Bell,Closed,,"343,200",,TX Bell,8676365,,,,,,,
TX,Bell,Open,"44,241,352","8,333,165",2019,TX Bell,,,,,,,,
TX,Bexar,Open,"129,899,685","35,293,256",2019,TX Bexar,80578730,,,,,,,
TX,Bexar,Closed,"11,802,412","11,802,410",1993,TX Bexar,,,,,,,,
TX,Bexar,Open,"79,930,520","33,483,064",2019,TX Bexar,,,,,,,,
TX,Bowie,Open,"11,134,925","6,921,237",2019,TX Bowie,6921237,,,,,,,
TX,Brazoria,Open,"48,694,734","24,649,546",2019,TX Brazoria,24649546,,,,,,,
TX,Brazos,Closed,"5,037,809","4,905,978",2011,TX Brazos,4905978,,,,,,,
TX,Brown,Open,,"1,300,100",2003,TX Brown,1300100,,,,,,,
TX,Caldwell,Closed,,,,TX Caldwell,0,,,,,,,
TX,Cameron,Open,"21,663,707","6,282,225",2019,TX Cameron,6282225,,,,,,,
TX,Chambers,Open,"14,883,495","10,167,548",2019,TX Chambers,10167548,,,,,,,
TX,Cherokee,Open,"5,342,655","3,532,289",2019,TX Cherokee,3532289,,,,,,,
TX,Collin,Open,"94,356,933","11,704,886",2019,TX Collin,23662677,,,,,,,
TX,Collin,Closed,,"825,218",,TX Collin,,,,,,,,
TX,Collin,Closed,"4,593,218","4,593,218",2005,TX Collin,,,,,,,,
TX,Collin,Closed,"6,539,370","6,539,355",2008,TX Collin,,,,,,,,
TX,Colorado,Open,,"8,581,378",2009,TX Colorado,10561778,,,,,,,
TX,Colorado,Closed,,"1,980,400",,TX Colorado,,,,,,,,
TX,Comal,Open,"17,535,166","11,042,491",2019,TX Comal,11042491,,,,,,,
TX,Coryell,Open,"3,399,638","2,240,000",2008,TX Coryell,2240000,,,,,,,
TX,Dallas,Open,"21,050,975","7,262,368",2019,TX Dallas,109805194,,,,,,,
TX,Dallas,Closed,"5,507,958","5,507,951",2003,TX Dallas,,,,,,,,
TX,Dallas,Open,"11,871,912","4,782,644",2019,TX Dallas,,,,,,,,
TX,Dallas,Open,"15,970,575","4,131,875",2019,TX Dallas,,,,,,,,
TX,Dallas,Closed,,"1,000,000",,TX Dallas,,,,,,,,
TX,Dallas,Closed,,"686,400",,TX Dallas,,,,,,,,
TX,Dallas,Open,"73,289,434","53,664,573",2019,TX Dallas,,,,,,,,
TX,Dallas,Open,"68,016,426","25,930,783",2019,TX Dallas,,,,,,,,
TX,Dallas,Closed,"6,838,600","6,838,600",,TX Dallas,,,,,,,,
TX,Denton,Open,"50,389,024","21,185,751",2019,TX Denton,96745088,,,,,,,
TX,Denton,Open,"10,636,982","4,611,968",2019,TX Denton,,,,,,,,
TX,Denton,Open,,"70,947,369",2019,TX Denton,,,,,,,,
TX,Denton,Closed,,,,TX Denton,,,,,,,,
TX,Ector,Open,"30,144,825","7,777,995",2019,TX Ector,7777995,,,,,,,
TX,El Paso,Open,"21,551,248","10,533,313",2019,TX El Paso,13167894,,,,,,,
TX,El Paso,Closed,"205,818","205,818",2013,TX El Paso,,,,,,,,
TX,El Paso,Open,"41,667,249","2,428,763",2019,TX El Paso,,,,,,,,
TX,Ellis,Open,"30,376,101","5,141,833",2019,TX Ellis,12334074,,,,,,,
TX,Ellis,Open,"39,926,569","6,299,921",2019,TX Ellis,,,,,,,,
TX,Ellis,Open,"24,719,300","892,320",2003,TX Ellis,,,,,,,,
TX,Fort Bend,Open,"25,513,290","23,494,698",2019,TX Fort Bend,37869146,,,,,,,
TX,Fort Bend,Closed,"2,649,100","2,649,100",,TX Fort Bend,,,,,,,,
TX,Fort Bend,Open,"30,893,666","11,725,348",2019,TX Fort Bend,,,,,,,,
TX,Galveston,Open,"23,791,470","22,370,865",2019,TX Galveston,40574179,,,,,,,
TX,Galveston,Open,"49,018,610","18,203,314",2019,TX Galveston,,,,,,,,
TX,Galveston,Open,,,,TX Galveston,,,,,,,,
TX,Gray,Open,"5,347,566","1,460,928",2019,TX Gray,1460928,,,,,,,
TX,Grayson,Open,"12,882,438","4,607,942",2019,TX Grayson,6628464,,,,,,,
TX,Grayson,Open,"9,426,375","2,020,522",2019,TX Grayson,,,,,,,,
TX,Gregg,Open,"30,790,202","12,818,995",2019,TX Gregg,12818995,,,,,,,
TX,Grimes,Open,"21,819,164","2,928,997",2019,TX Grimes,2928997,,,,,,,
TX,Hardin,Open,"1,495,256","930,554",2019,TX Hardin,930554,,,,,,,
TX,Harris,Open,"61,779,198","37,827,294",2019,TX Harris,158355653,,,,,,,
TX,Harris,Closed,,"9,731,720",,TX Harris,,,,,,,,
TX,Harris,Closed,,"2,564,239",1998,TX Harris,,,,,,,,
TX,Harris,Open,"123,783,905","97,983,501",2019,TX Harris,,,,,,,,
TX,Harris,Open,"18,299,502","10,248,899",2019,TX Harris,,,,,,,,
TX,Hidalgo,Closed,"3,951,000","3,844,000",2002,TX Hidalgo,27332618,,,,,,,
TX,Hidalgo,Open,,"12,221,415",2019,TX Hidalgo,,,,,,,,
TX,Hidalgo,Open,"61,849,491","2,438,791",2019,TX Hidalgo,,,,,,,,
TX,Hidalgo,Closed,"8,893,563","8,828,412",2013,TX Hidalgo,,,,,,,,
TX,Hill,Open,"34,217,442","12,863,682",2019,TX Hill,12863682,,,,,,,
TX,Hunt,Open,"7,617,888","4,784,989",2019,TX Hunt,6224813,,,,,,,
TX,Hunt,Closed,"5,180,887","1,439,824",1998,TX Hunt,,,,,,,,
TX,Jefferson,Open,"19,090,736","8,813,821",2019,TX Jefferson,23803680,,,,,,,
TX,Jefferson,Closed,,,,TX Jefferson,,,,,,,,
TX,Jefferson,Open,"11,008,267","4,439,862",2019,TX Jefferson,,,,,,,,
TX,Jefferson,Open,"17,358,975","10,549,997",2019,TX Jefferson,,,,,,,,
TX,Johnson,Unknown,,"1,583,200",2003,TX Johnson,12605693,,,,,,,
TX,Johnson,Open,"14,846,041","11,022,493",2013,TX Johnson,,,,,,,,
TX,Jones,Open,"15,280,115","1,701,575",2019,TX Jones,9401801,,,,,,,
TX,Jones,Open,"69,106,954","7,700,226",2019,TX Jones,,,,,,,,
TX,Kerr,Open,"1,351,711","722,608",2007,TX Kerr,722608,,,,,,,
TX,Kleberg,Open,"3,495,100","583,309",2013,TX Kleberg,583309,,,,,,,
TX,Lamar,Open,"58,401,609","1,587,818",2019,TX Lamar,5798903,,,,,,,
TX,Lamar,Open,"16,935,431","4,211,085",2013,TX Lamar,,,,,,,,
TX,Lavaca,Closed,,,,TX Lavaca,0,,,,,,,
TX,Limestone,Open,"7,302,946","1,613,212",2019,TX Limestone,1613212,,,,,,,
TX,Lubbock,Open,,"5,937,970",2019,TX Lubbock,11390752,,,,,,,
TX,Lubbock,Closed,,"200,200",,TX Lubbock,,,,,,,,
TX,Lubbock,Open,"45,259,929","5,252,582",2019,TX Lubbock,,,,,,,,
TX,McLennan,Open,"9,234,667","8,076,573",2019,TX McLennan,12141030,,,,,,,
TX,McLennan,Open,"4,314,138","4,064,457",2019,TX McLennan,,,,,,,,
TX,Midland,Open,"15,930,097","5,533,880",2019,TX Midland,5533880,,,,,,,
TX,Mitchell,Open,,"1,545,200",2003,TX Mitchell,1545200,,,,,,,
TX,Montgomery,Closed,"3,684,509","3,684,509",1996,TX Montgomery,15936835,,,,,,,
TX,Montgomery,Open,"20,576,021","12,252,326",2019,TX Montgomery,,,,,,,,
TX,Nacogdoches,Open,"4,500,770","2,332,894",2019,TX Nacogdoches,2332894,,,,,,,
TX,Navarro,Open,"12,349,469","3,735,606",2019,TX Navarro,3735606,,,,,,,
TX,Newton,Open,"39,184,653","5,613,443",2019,TX Newton,5613443,,,,,,,
TX,Nolan,Open,,"1,283,800",2003,TX Nolan,1283800,,,,,,,
TX,Nueces,Open,"67,142,250","5,412,610",2019,TX Nueces,18668769,,,,,,,
TX,Nueces,Open,"13,777,928","4,276,684",2019,TX Nueces,,,,,,,,
TX,Nueces,Closed,"8,979,475","8,979,475",2007,TX Nueces,,,,,,,,
TX,Ochiltree,Open,"1,655,740","1,631,100",2003,TX Ochiltree,1631100,,,,,,,
TX,Orange,Closed,,"1,517,000",1993,TX Orange,1517000,,,,,,,
TX,Parker,Open,"5,191,760","3,560,539",2019,TX Parker,3560539,,,,,,,
TX,Polk,Open,"8,293,966","2,957,580",2019,TX Polk,2957580,,,,,,,
TX,Potter,Open,"48,577,814","8,959,600",2019,TX Potter,8959600,,,,,,,
TX,Randall,Open,"8,397,030","7,473,438",2019,TX Randall,7473438,,,,,,,
TX,Rusk,Open,"9,439,616","2,491,110",2019,TX Rusk,2491110,,,,,,,
TX,San Patricio,Closed,"1,851,756","1,851,756",2002,TX San Patricio,1851756,,,,,,,
TX,Scurry,Open,"6,815,454","1,074,907",2019,TX Scurry,1074907,,,,,,,
TX,Smith,Open,"118,648,888","10,818,393",2019,TX Smith,10818393,,,,,,,
TX,Tarrant,Open,"28,547,930","26,760,100",2019,TX Tarrant,68633943,,,,,,,
TX,Tarrant,Open,"32,702,781","17,078,673",2019,TX Tarrant,,,,,,,,
TX,Tarrant,Closed,"2,700,462","2,700,462",1993,TX Tarrant,,,,,,,,
TX,Tarrant,Closed,"4,950,848","4,950,848",1995,TX Tarrant,,,,,,,,
TX,Tarrant,Closed,"4,815,500","4,815,500",,TX Tarrant,,,,,,,,
TX,Tarrant,Closed,"12,328,360","12,328,360",2007,TX Tarrant,,,,,,,,
TX,Taylor,Closed,,"745,888",,TX Taylor,745888,,,,,,,
TX,Titus,Open,"19,722,786","3,010,045",2019,TX Titus,3010045,,,,,,,
TX,Tom Green,Open,"7,902,921","5,636,662",2019,TX Tom Green,5636662,,,,,,,
TX,Travis,Open,"28,568,616","22,963,487",2019,TX Travis,66540648,,,,,,,
TX,Travis,Closed,"10,143,000","4,623,197",1999,TX Travis,,,,,,,,
TX,Travis,Closed,"26,630,028","22,281,720",2015,TX Travis,,,,,,,,
TX,Travis,Open,"31,176,902","16,672,244",2019,TX Travis,,,,,,,,
TX,Victoria,Open,"10,008,346","4,912,824",2019,TX Victoria,4912824,,,,,,,
TX,Waller,Closed,,,,TX Waller,0,,,,,,,
TX,Webb,Open,"14,731,976","10,212,390",2019,TX Webb,10212390,,,,,,,
TX,Wharton,Closed,,,,TX Wharton,0,,,,,,,
TX,Wichita,Closed,,,,TX Wichita,9071553,,,,,,,
TX,Wichita,Open,"28,504,878","4,981,592",2019,TX Wichita,,,,,,,,
TX,Wichita,Open,"21,984,014","4,089,961",2019,TX Wichita,,,,,,,,
TX,Williamson,Open,"49,382,594","8,763,759",2019,TX Williamson,8763759,,,,,,,
TX,,Closed,,,,TX ,0,,,,,,,
UT,Beaver,Open,,"107,648",,UT Beaver,107648,,,,,,,
UT,Box Elder,Closed,,"693,000",,UT Box Elder,890660,,,,,,,
UT,Box Elder,Closed,,"1,760",,UT Box Elder,,,,,,,,
UT,Box Elder,Closed,,"2,400",,UT Box Elder,,,,,,,,
UT,Box Elder,Closed,,"8,100",,UT Box Elder,,,,,,,,
UT,Box Elder,Closed,,"184,600",,UT Box Elder,,,,,,,,
UT,Box Elder,Closed,,800,,UT Box Elder,,,,,,,,
UT,Cache,Closed,"6,701,147","3,017,085",2017,UT Cache,3170688,,,,,,,
UT,Cache,Open,"14,950,000","153,603",2019,UT Cache,,,,,,,,
UT,Carbon,Closed,,"280,000",,UT Carbon,16901639,,,,,,,
UT,Carbon,Open,"482,003,988","16,621,639",2019,UT Carbon,,,,,,,,
UT,Daggett,Open,,"32,120",,UT Daggett,32120,,,,,,,
UT,Davis,Open,"5,512,500","3,366,905",2019,UT Davis,7823014,,,,,,,
UT,Davis,Open,"9,670,454","4,456,109",2019,UT Davis,,,,,,,,
UT,Duchesne,Open,,,,UT Duchesne,0,,,,,,,
UT,Emery,Open,,"212,184",,UT Emery,291389,,,,,,,
UT,Emery,Closed,,"79,205",,UT Emery,,,,,,,,
UT,Garfield,Open,,"16,200",,UT Garfield,25052,,,,,,,
UT,Garfield,Closed,,"8,852",,UT Garfield,,,,,,,,
UT,Grand,Closed,,"76,300",,UT Grand,76300,,,,,,,
UT,Iron,Open,,"44,962",,UT Iron,44962,,,,,,,
UT,Juab,Closed,,,,UT Juab,18300,,,,,,,
UT,Juab,Open,,"18,300",,UT Juab,,,,,,,,
UT,Juab,Open,,,,UT Juab,,,,,,,,
UT,Kane,Open,,"39,680",,UT Kane,46240,,,,,,,
UT,Kane,Open,,"6,560",,UT Kane,,,,,,,,
UT,Millard,Open,,,,UT Millard,68310,,,,,,,
UT,Millard,Closed,,660,,UT Millard,,,,,,,,
UT,Millard,Open,,"67,650",,UT Millard,,,,,,,,
UT,Rich,Open,,"40,688",,UT Rich,40688,,,,,,,
UT,Salt Lake,Closed,"4,961,250","4,884,075",1993,UT Salt Lake,32448148,,,,,,,
UT,Salt Lake,Open,"43,739,621","16,812,668",2019,UT Salt Lake,,,,,,,,
UT,Salt Lake,Open,"15,986,250","10,751,405",2019,UT Salt Lake,,,,,,,,
UT,San Juan,Closed,,"50,780",,UT San Juan,99444,,,,,,,
UT,San Juan,Closed,,"36,000",,UT San Juan,,,,,,,,
UT,San Juan,Closed,,"1,600",,UT San Juan,,,,,,,,
UT,San Juan,Closed,,"9,464",,UT San Juan,,,,,,,,
UT,San Juan,Closed,,"1,600",,UT San Juan,,,,,,,,
UT,Sanpete,Open,,"108,396",,UT Sanpete,108396,,,,,,,
UT,Sevier,Open,,"70,200",,UT Sevier,70200,,,,,,,
UT,Summit,Open,,"358,896",,UT Summit,358896,,,,,,,
UT,Tooele,Open,"46,188,626","2,555,053",2019,UT Tooele,10917725,,,,,,,
UT,Tooele,Closed,,,,UT Tooele,,,,,,,,
UT,Tooele,Closed,,,,UT Tooele,,,,,,,,
UT,Tooele,Open,"203,261,938","8,244,412",2019,UT Tooele,,,,,,,,
UT,Tooele,Closed,,"118,260",,UT Tooele,,,,,,,,
